Customer_ID,Age,Gender,City,Signup_Date,Loyalty_Status,Total_Orders,Average_Spend,Customer_Lifetime_Value
C102956,36,Male,Bengaluru,2024-06-24,New,4.0,371.74,1486.97
C102957,32,Female,Delhi NCR,2025-01-16,Silver,4.0,414.85,1659.39
C102958,33,Male,Bengaluru,2024-01-05,New,2.0,416.47,832.94
C102959,49,Male,Hyderabad,2025-08-29,Gold,6.0,285.22,1711.3
C102960,20,Female,Jaipur,2024-02-25,New,2.0,443.24,886.49
C102961,31,Male,Pune,2024-12-01,Gold,6.0,305.8,1834.78
C102962,34,Male,Delhi NCR,2025-10-25,New,4.0,331.37,1325.47
C102963,24,Female,Bengaluru,2023-12-26,Gold,6.0,358.22,2149.32
C102964,31,Female,Chennai,2023-04-15,Gold,3.0,436.2,1308.59
C102965,18,Female,Mumbai,2023-08-27,Platinum,3.0,276.91,830.72
C102966,44,Male,Ahmedabad,2023-09-09,Gold,6.0,289.4,1736.39
C102967,25,Male,Bengaluru,2023-02-28,Silver,5.0,411.33,2056.67
C102968,49,Male,Delhi NCR,2024-07-14,New,3.0,350.77,1052.3
C102969,31,Male,Mumbai,2023-10-13,Silver,4.0,395.54,1582.18
C102970,40,Male,Ahmedabad,2023-04-10,New,6.0,290.64,1743.87
C102971,31,Other,Lucknow,2023-05-21,Gold,6.0,266.25,1597.49
C102972,31,Female,Kolkata,2023-10-09,Gold,5.0,343.24,1716.22
C102973,26,Male,Mumbai,2024-01-16,New,5.0,314.65,1573.25
C102974,32,Male,Chennai,2025-09-30,Silver,7.0,351.15,2458.08
C102975,34,Female,Mumbai,2024-12-24,New,8.0,292.03,2336.23
C102976,24,Male,Bengaluru,2025-01-06,Silver,2.0,231.9,463.79
C102977,30,Male,Pune,2024-12-13,Silver,5.0,317.94,1589.7
C102978,26,Male,Jaipur,2025-04-07,Silver,6.0,342.76,2056.57
C102979,52,Female,Bengaluru,2023-11-24,Gold,5.0,180.52,902.61
C102980,30,Female,Bengaluru,2023-04-13,New,5.0,289.34,1446.68
C102981,45,Male,Mumbai,2024-06-07,Gold,7.0,292.51,2047.57
C102982,29,Male,Bengaluru,2023-01-02,Silver,4.0,432.73,1730.92
C102983,33,Female,Delhi NCR,2023-08-12,New,7.0,302.73,2119.1
C102984,19,Female,Kolkata,2025-02-14,Silver,3.0,281.8,845.4
C102985,27,Female,Delhi NCR,2024-06-02,New,6.0,301.88,1811.28
C102986,33,Male,Pune,2024-12-12,Silver,4.0,198.66,794.63
C102987,45,Female,Mumbai,2024-06-09,Gold,11.0,320.05,3520.54
C102988,33,Female,Bengaluru,2024-07-12,New,7.0,357.08,2499.59
C102989,43,Female,Mumbai,2023-11-07,New,4.0,310.14,1240.57
C102990,37,Male,Bengaluru,2023-08-14,Silver,2.0,280.95,561.89
C102991,46,Female,Hyderabad,2023-09-25,New,4.0,415.16,1660.65
C102992,30,Male,Pune,2025-04-01,New,6.0,248.22,1489.31
C102993,53,Male,Jaipur,2025-10-05,Silver,4.0,379.0,1515.99
C102994,27,Male,Mumbai,2023-03-26,Silver,8.0,440.64,3525.16
C102995,24,Female,Hyderabad,2024-07-07,Gold,4.0,306.97,1227.86
C102996,20,Male,Ahmedabad,2024-04-29,Silver,6.0,430.19,2581.13
C102997,52,Female,Mumbai,2024-08-01,Silver,4.0,527.85,2111.4
C102998,38,Male,Kolkata,2023-08-28,New,3.0,434.79,1304.36
C102999,28,Male,Jaipur,2023-01-09,New,1.0,269.51,269.51
C103000,42,Male,Kolkata,2023-07-29,Silver,3.0,364.14,1092.41
C103001,37,Female,Hyderabad,2023-07-07,Gold,2.0,403.38,806.75
C103002,49,Male,Pune,2023-02-23,Platinum,4.0,289.98,1159.92
C103003,18,Male,Bengaluru,2024-01-03,New,3.0,337.27,1011.81
C103004,29,Male,Hyderabad,2024-12-05,Silver,6.0,343.03,2058.16
C103005,27,Male,Lucknow,2025-09-21,Silver,1.0,360.04,360.04
C103006,18,Male,Mumbai,2024-11-07,New,5.0,279.83,1399.14
C103007,41,Male,Chennai,2023-06-30,Gold,11.0,365.1,4016.06
C103008,29,Male,Bengaluru,2024-01-09,New,7.0,380.17,2661.22
C103009,38,Other,Delhi NCR,2023-11-09,Gold,5.0,286.44,1432.18
C103010,52,Male,Pune,2023-08-07,Silver,7.0,348.11,2436.75
C103011,28,Male,Chennai,2025-10-16,New,5.0,279.09,1395.45
C103012,27,Male,Hyderabad,2024-11-06,Gold,3.0,365.0,1094.99
C103013,32,Male,Kolkata,2024-05-10,New,6.0,311.89,1871.32
C103014,40,Female,Mumbai,2024-03-25,Gold,10.0,346.14,3461.38
C103015,26,Male,Ahmedabad,2023-11-24,Gold,8.0,276.11,2208.85
C103016,25,Male,Pune,2024-03-05,Silver,5.0,363.32,1816.6
C103017,41,Female,Chennai,2024-10-15,New,6.0,363.58,2181.5
C103018,34,Male,Mumbai,2025-08-14,Silver,1.0,232.69,232.69
C103019,18,Female,Bengaluru,2024-05-26,Silver,7.0,353.16,2472.13
C103020,31,Female,Ahmedabad,2023-07-10,Silver,5.0,441.56,2207.8
C103021,45,Male,Delhi NCR,2025-09-13,Silver,6.0,322.39,1934.33
C103022,35,Male,Bengaluru,2023-11-21,Silver,3.0,236.53,709.58
C103023,24,Male,Chennai,2023-03-27,Gold,5.0,251.88,1259.39
C103024,29,Male,Chennai,2024-07-14,Gold,6.0,397.7,2386.18
C103025,31,Male,Kolkata,2025-03-25,Silver,5.0,603.25,3016.24
C103026,38,Female,Chennai,2023-09-23,New,5.0,308.37,1541.84
C103027,19,Male,Jaipur,2023-10-15,Silver,6.0,280.8,1684.79
C103028,23,Male,Bengaluru,2023-10-25,Silver,9.0,356.24,3206.2
C103029,33,Male,Hyderabad,2025-04-10,Gold,5.0,257.23,1286.16
C103030,30,Other,Kolkata,2025-09-13,Gold,2.0,252.34,504.68
C103031,36,Female,Pune,2025-05-23,Gold,4.0,291.64,1166.56
C103032,20,Male,Delhi NCR,2023-08-21,New,5.0,490.03,2450.14
C103033,34,Female,Mumbai,2025-05-24,Gold,3.0,262.7,788.09
C103034,41,Male,Hyderabad,2023-11-15,Gold,3.0,209.18,627.53
C103035,35,Female,Chennai,2025-06-11,New,3.0,318.65,955.96
C103036,32,Female,Hyderabad,2025-10-18,New,4.0,250.39,1001.55
C103037,30,Female,Chennai,2025-01-09,New,5.0,263.12,1315.61
C103038,23,Male,Kolkata,2025-09-10,Silver,6.0,625.12,3750.69
C103039,30,Male,Mumbai,2023-05-27,Silver,6.0,272.41,1634.48
C103040,42,Other,Hyderabad,2024-11-05,New,3.0,325.34,976.03
C103041,30,Male,Hyderabad,2023-02-23,Silver,3.0,216.65,649.96
C103042,23,Male,Mumbai,2024-11-02,Gold,4.0,322.3,1289.18
C103043,27,Female,Bengaluru,2023-12-17,Gold,2.0,388.97,777.94
C103044,33,Female,Hyderabad,2025-09-26,Gold,10.0,354.22,3542.2
C103045,28,Female,Kolkata,2024-05-24,Gold,4.0,443.58,1774.3
C103046,35,Female,Bengaluru,2025-02-24,Silver,9.0,293.97,2645.76
C103047,36,Female,Delhi NCR,2023-11-08,Gold,9.0,400.99,3608.88
C103048,39,Male,Bengaluru,2023-03-19,Silver,6.0,253.9,1523.43
C103049,44,Female,Kolkata,2025-02-03,Gold,4.0,257.91,1031.63
C103050,40,Female,Hyderabad,2023-08-17,Gold,5.0,293.09,1465.47
C103051,23,Female,Mumbai,2025-01-14,Silver,5.0,337.15,1685.74
C103052,23,Male,Ahmedabad,2024-04-23,Silver,8.0,304.11,2432.91
C103053,30,Male,Delhi NCR,2025-09-28,New,9.0,304.54,2740.86
C103054,27,Female,Mumbai,2023-12-30,New,4.0,475.42,1901.68
C103055,21,Male,Bengaluru,2024-02-17,New,4.0,399.87,1599.48
C103056,27,Male,Chennai,2025-02-01,New,8.0,409.84,3278.71
C103057,27,Female,Kolkata,2025-03-20,Silver,6.0,439.44,2636.64
C103058,25,Male,Delhi NCR,2023-05-10,New,2.0,215.12,430.25
C103059,28,Male,Chennai,2025-02-02,Gold,8.0,262.56,2100.47
C103060,42,Male,Pune,2024-05-21,Silver,6.0,477.71,2866.26
C103061,33,Male,Ahmedabad,2025-10-15,Gold,6.0,345.66,2073.96
C103062,53,Female,Ahmedabad,2024-10-11,Silver,3.0,240.01,720.02
C103063,33,Male,Chennai,2025-03-07,New,4.0,365.82,1463.3
C103064,28,Male,Delhi NCR,2023-12-21,New,7.0,270.47,1893.26
C103065,31,Male,Mumbai,2023-10-20,Gold,4.0,263.53,1054.11
C103066,33,Male,Jaipur,2025-03-19,New,0.0,0.0,0.0
C103067,35,Male,Hyderabad,2023-01-16,Silver,2.0,358.64,717.27
C103068,50,Male,Hyderabad,2024-08-20,New,6.0,357.85,2147.08
C103069,23,Female,Ahmedabad,2025-09-24,New,7.0,328.46,2299.24
C103070,39,Male,Kolkata,2025-10-17,New,9.0,377.71,3399.42
C103071,33,Male,Pune,2025-01-07,Silver,6.0,335.24,2011.42
C103072,18,Male,Ahmedabad,2024-05-27,New,14.0,353.3,4946.26
C103073,38,Male,Delhi NCR,2025-04-16,Gold,7.0,328.46,2299.19
C103074,42,Male,Chennai,2023-01-16,New,6.0,314.14,1884.82
C103075,23,Male,Jaipur,2025-03-28,New,5.0,352.36,1761.8
C103076,31,Male,Delhi NCR,2023-07-15,New,7.0,269.32,1885.26
C103077,18,Male,Mumbai,2025-01-27,Platinum,0.0,0.0,0.0
C103078,20,Female,Chennai,2023-12-25,Silver,8.0,290.83,2326.68
C103079,40,Male,Bengaluru,2025-02-13,Silver,3.0,287.15,861.44
C103080,27,Female,Delhi NCR,2024-09-13,Silver,7.0,341.68,2391.79
C103081,21,Female,Mumbai,2025-08-15,Gold,5.0,385.87,1929.37
C103082,33,Male,Mumbai,2025-03-22,New,5.0,271.36,1356.79
C103083,26,Male,Mumbai,2025-07-30,Gold,5.0,395.1,1975.48
C103084,27,Male,Kolkata,2023-06-05,Gold,3.0,462.05,1386.15
C103085,38,Male,Pune,2024-01-26,New,6.0,277.23,1663.36
C103086,21,Male,Chennai,2024-03-26,New,1.0,95.26,95.26
C103087,23,Male,Delhi NCR,2023-02-01,Silver,6.0,277.41,1664.46
C103088,32,Female,Bengaluru,2023-01-24,New,7.0,307.69,2153.81
C103089,40,Male,Mumbai,2023-02-09,New,4.0,217.86,871.43
C103090,42,Female,Kolkata,2025-03-01,Silver,4.0,238.34,953.38
C103091,25,Female,Jaipur,2024-04-05,New,4.0,416.67,1666.69
C103092,39,Male,Bengaluru,2025-02-13,Silver,7.0,241.56,1690.91
C103093,24,Female,Lucknow,2025-05-10,Silver,6.0,450.16,2700.95
C103094,47,Other,Delhi NCR,2023-02-07,Silver,5.0,382.42,1912.11
C103095,21,Male,Mumbai,2025-05-23,Silver,8.0,277.13,2217.04
C103096,43,Male,Chennai,2023-08-21,Silver,1.0,444.5,444.5
C103097,25,Male,Mumbai,2024-02-21,Silver,4.0,403.93,1615.71
C103098,49,Male,Ahmedabad,2025-09-18,Gold,7.0,352.04,2464.28
C103099,36,Male,Delhi NCR,2023-11-07,New,5.0,228.91,1144.55
C103100,22,Male,Chennai,2025-08-26,Silver,2.0,158.66,317.32
C103101,26,Male,Delhi NCR,2024-06-05,Gold,6.0,313.85,1883.13
C103102,38,Female,Delhi NCR,2023-01-14,Silver,3.0,329.33,987.98
C103103,40,Male,Bengaluru,2025-05-07,New,5.0,298.91,1494.55
C103104,30,Male,Jaipur,2023-02-15,New,5.0,223.59,1117.95
C103105,31,Male,Hyderabad,2024-10-17,Silver,2.0,395.84,791.67
C103106,38,Female,Hyderabad,2024-04-17,Gold,7.0,362.96,2540.71
C103107,32,Female,Delhi NCR,2023-05-24,Gold,4.0,171.11,684.44
C103108,19,Male,Delhi NCR,2024-06-14,Silver,7.0,339.1,2373.69
C103109,24,Female,Delhi NCR,2024-01-09,New,1.0,291.73,291.73
C103110,33,Male,Kolkata,2023-04-12,Gold,3.0,472.72,1418.17
C103111,42,Female,Mumbai,2024-07-26,Silver,6.0,281.01,1686.07
C103112,46,Female,Mumbai,2023-02-15,Platinum,6.0,398.6,2391.58
C103113,38,Male,Hyderabad,2024-07-08,Gold,6.0,358.49,2150.93
C103114,34,Female,Hyderabad,2023-08-21,Silver,8.0,356.38,2851.07
C103115,38,Female,Bengaluru,2025-05-05,Silver,2.0,312.6,625.19
C103116,25,Female,Delhi NCR,2025-09-05,Silver,6.0,338.21,2029.26
C103117,30,Female,Bengaluru,2025-08-18,New,3.0,385.0,1155.0
C103118,24,Female,Chennai,2025-08-23,Silver,4.0,427.63,1710.53
C103119,20,Male,Mumbai,2023-04-14,New,4.0,606.96,2427.83
C103120,34,Female,Pune,2024-06-09,New,5.0,302.45,1512.27
C103121,33,Female,Delhi NCR,2023-08-20,Gold,10.0,349.93,3499.3
C103122,37,Male,Ahmedabad,2023-04-10,New,7.0,325.99,2281.96
C103123,36,Male,Jaipur,2024-02-08,Gold,1.0,218.86,218.86
C103124,33,Male,Delhi NCR,2024-03-18,Silver,6.0,393.48,2360.86
C103125,36,Male,Bengaluru,2023-11-02,Gold,3.0,261.12,783.35
C103126,31,Male,Bengaluru,2023-04-28,Gold,4.0,367.55,1470.2
C103127,35,Male,Kolkata,2024-02-25,Gold,5.0,214.3,1071.49
C103128,24,Female,Hyderabad,2023-06-10,Silver,5.0,286.1,1430.52
C103129,34,Male,Hyderabad,2023-02-11,Platinum,7.0,312.22,2185.54
C103130,37,Male,Delhi NCR,2024-04-09,Silver,5.0,257.08,1285.41
C103131,25,Female,Delhi NCR,2023-03-09,Gold,7.0,344.54,2411.76
C103132,31,Male,Pune,2025-09-21,Silver,7.0,249.45,1746.12
C103133,25,Male,Hyderabad,2025-05-13,New,4.0,270.42,1081.69
C103134,26,Female,Kolkata,2025-08-11,Silver,10.0,347.04,3470.39
C103135,21,Other,Kolkata,2023-04-16,Silver,10.0,315.23,3152.25
C103136,42,Female,Hyderabad,2024-04-23,New,8.0,284.56,2276.52
C103137,41,Male,Hyderabad,2025-04-28,New,7.0,275.0,1925.02
C103138,36,Male,Ahmedabad,2024-08-15,New,6.0,370.64,2223.81
C103139,49,Female,Chennai,2023-11-12,Platinum,8.0,206.71,1653.68
C103140,29,Female,Ahmedabad,2025-05-06,Silver,6.0,294.12,1764.73
C103141,58,Female,Lucknow,2023-11-15,New,7.0,298.5,2089.51
C103142,29,Female,Bengaluru,2025-09-30,Gold,5.0,248.63,1243.13
C103143,33,Male,Pune,2023-04-14,Silver,6.0,408.52,2451.09
C103144,27,Male,Pune,2024-12-28,Gold,2.0,235.34,470.68
C103145,34,Female,Delhi NCR,2023-01-14,Silver,9.0,292.01,2628.1
C103146,39,Female,Hyderabad,2025-07-30,New,2.0,350.07,700.14
C103147,30,Male,Bengaluru,2024-01-01,New,6.0,373.43,2240.58
C103148,47,Female,Bengaluru,2023-01-22,Gold,2.0,368.08,736.16
C103149,33,Male,Delhi NCR,2025-05-10,Gold,5.0,536.49,2682.44
C103150,33,Female,Chennai,2025-09-23,Gold,5.0,278.35,1391.73
C103151,23,Male,Pune,2025-08-05,New,3.0,437.69,1313.08
C103152,35,Female,Hyderabad,2024-05-15,Gold,3.0,340.17,1020.5
C103153,30,Male,Delhi NCR,2023-03-05,Silver,4.0,356.67,1426.69
C103154,26,Female,Hyderabad,2023-08-23,Silver,6.0,310.34,1862.03
C103155,24,Female,Delhi NCR,2023-02-01,New,3.0,185.07,555.21
C103156,55,Male,Mumbai,2023-02-15,Gold,4.0,327.97,1311.87
C103157,29,Female,Mumbai,2023-06-13,Platinum,1.0,247.7,247.7
C103158,18,Female,Ahmedabad,2024-08-03,New,4.0,348.0,1392.01
C103159,25,Female,Bengaluru,2025-02-28,Gold,1.0,272.81,272.81
C103160,31,Male,Hyderabad,2024-08-25,Silver,4.0,420.64,1682.55
C103161,36,Female,Kolkata,2023-07-31,New,8.0,369.01,2952.09
C103162,36,Female,Bengaluru,2024-09-11,New,7.0,530.76,3715.3
C103163,37,Female,Ahmedabad,2023-08-26,Gold,4.0,283.77,1135.1
C103164,25,Male,Delhi NCR,2024-04-19,New,12.0,370.4,4444.86
C103165,34,Female,Mumbai,2025-07-04,New,3.0,293.96,881.87
C103166,23,Male,Delhi NCR,2023-05-19,Gold,5.0,335.33,1676.66
C103167,25,Male,Hyderabad,2025-06-20,Silver,2.0,308.08,616.15
C103168,23,Male,Jaipur,2023-10-07,Gold,2.0,354.1,708.19
C103169,20,Male,Pune,2024-11-21,Silver,9.0,303.61,2732.53
C103170,41,Male,Hyderabad,2023-09-27,Silver,9.0,307.37,2766.3
C103171,37,Male,Mumbai,2023-06-18,Gold,8.0,317.96,2543.67
C103172,40,Female,Jaipur,2024-04-08,New,6.0,428.46,2570.73
C103173,31,Female,Bengaluru,2024-01-28,New,5.0,304.37,1521.85
C103174,38,Male,Mumbai,2024-06-06,Silver,10.0,332.3,3323.03
C103175,18,Female,Lucknow,2023-09-01,Platinum,2.0,218.29,436.58
C103176,39,Female,Bengaluru,2025-10-04,New,2.0,274.6,549.21
C103177,33,Female,Mumbai,2024-11-23,Platinum,7.0,333.53,2334.68
C103178,37,Female,Delhi NCR,2025-05-15,Gold,8.0,356.71,2853.7
C103179,34,Other,Delhi NCR,2025-03-14,Silver,10.0,288.76,2887.6
C103180,22,Female,Chennai,2025-01-15,Silver,10.0,260.4,2603.97
C103181,18,Female,Bengaluru,2023-05-27,New,5.0,548.49,2742.45
C103182,25,Female,Jaipur,2024-08-28,Silver,8.0,394.28,3154.28
C103183,36,Male,Delhi NCR,2025-07-13,New,6.0,412.22,2473.35
C103184,37,Female,Hyderabad,2023-04-09,Silver,3.0,292.9,878.69
C103185,19,Female,Pune,2024-04-21,New,3.0,481.51,1444.53
C103186,22,Female,Hyderabad,2023-07-09,Platinum,3.0,182.53,547.59
C103187,24,Female,Bengaluru,2025-03-29,New,3.0,367.44,1102.32
C103188,28,Male,Hyderabad,2025-08-17,Silver,3.0,362.79,1088.37
C103189,19,Male,Pune,2023-02-23,New,6.0,337.9,2027.37
C103190,18,Female,Kolkata,2025-04-05,New,7.0,428.37,2998.61
C103191,24,Female,Mumbai,2024-01-07,New,5.0,328.52,1642.59
C103192,32,Female,Bengaluru,2025-09-19,Gold,6.0,429.49,2576.96
C103193,20,Female,Hyderabad,2023-01-16,Silver,8.0,245.65,1965.18
C103194,30,Female,Mumbai,2023-07-17,Silver,6.0,349.98,2099.9
C103195,41,Female,Delhi NCR,2025-01-10,Gold,8.0,336.78,2694.27
C103196,19,Male,Jaipur,2025-03-12,New,3.0,252.86,758.59
C103197,29,Female,Delhi NCR,2023-03-23,Gold,4.0,351.7,1406.78
C103198,40,Male,Mumbai,2023-06-14,New,4.0,273.85,1095.39
C103199,27,Female,Hyderabad,2023-12-15,Gold,2.0,328.41,656.82
C103200,26,Male,Delhi NCR,2023-02-05,Platinum,5.0,351.6,1758.0
C103201,41,Female,Delhi NCR,2025-03-16,Gold,6.0,341.55,2049.32
C103202,28,Male,Delhi NCR,2024-11-20,New,3.0,289.92,869.76
C103203,41,Male,Delhi NCR,2025-02-10,Silver,6.0,207.06,1242.37
C103204,35,Female,Bengaluru,2024-04-28,Gold,6.0,326.1,1956.6
C103205,28,Female,Kolkata,2024-10-21,Silver,12.0,357.76,4293.13
C103206,35,Male,Mumbai,2024-08-12,New,5.0,388.1,1940.51
C103207,34,Female,Bengaluru,2024-12-15,Silver,6.0,202.87,1217.21
C103208,40,Male,Hyderabad,2024-04-09,New,4.0,308.98,1235.92
C103209,26,Male,Mumbai,2024-11-01,Silver,6.0,298.05,1788.31
C103210,31,Male,Bengaluru,2024-10-26,New,8.0,391.6,3132.78
C103211,30,Female,Bengaluru,2024-10-22,Silver,7.0,405.82,2840.76
C103212,37,Female,Mumbai,2025-06-17,New,8.0,269.51,2156.1
C103213,22,Female,Bengaluru,2023-12-27,New,3.0,336.12,1008.35
C103214,40,Female,Delhi NCR,2025-06-24,New,9.0,375.75,3381.71
C103215,35,Female,Ahmedabad,2023-01-30,Platinum,5.0,339.76,1698.81
C103216,31,Female,Lucknow,2024-05-15,Silver,4.0,336.34,1345.36
C103217,31,Female,Kolkata,2024-03-31,Silver,5.0,257.51,1287.54
C103218,51,Male,Delhi NCR,2025-06-13,Gold,2.0,156.4,312.79
C103219,40,Male,Chennai,2023-02-16,Silver,3.0,324.46,973.37
C103220,44,Male,Hyderabad,2023-08-12,Silver,4.0,517.94,2071.76
C103221,32,Female,Delhi NCR,2024-04-27,Silver,3.0,337.02,1011.06
C103222,18,Female,Jaipur,2025-04-19,New,8.0,296.57,2372.54
C103223,18,Male,Chennai,2024-04-23,Silver,5.0,253.95,1269.76
C103224,33,Female,Delhi NCR,2024-10-20,New,5.0,381.43,1907.14
C103225,26,Female,Jaipur,2023-07-04,Gold,6.0,235.2,1411.19
C103226,23,Male,Delhi NCR,2025-08-29,Silver,6.0,367.64,2205.81
C103227,30,Male,Bengaluru,2025-03-18,New,10.0,295.48,2954.77
C103228,37,Male,Delhi NCR,2023-02-14,Silver,5.0,224.38,1121.89
C103229,18,Male,Delhi NCR,2024-12-26,New,5.0,347.73,1738.64
C103230,27,Female,Jaipur,2023-05-14,Silver,3.0,248.05,744.15
C103231,45,Female,Hyderabad,2024-07-30,Gold,6.0,272.68,1636.05
C103232,21,Male,Mumbai,2024-12-30,Gold,4.0,385.28,1541.13
C103233,39,Male,Chennai,2025-08-11,Silver,1.0,250.01,250.01
C103234,27,Male,Kolkata,2023-03-14,Silver,5.0,250.41,1252.04
C103235,36,Male,Ahmedabad,2023-10-23,Silver,1.0,484.31,484.31
C103236,41,Male,Jaipur,2024-12-12,New,6.0,418.63,2511.79
C103237,38,Female,Ahmedabad,2023-09-27,Silver,5.0,254.21,1271.03
C103238,39,Female,Hyderabad,2025-01-03,Silver,7.0,233.36,1633.49
C103239,21,Female,Mumbai,2023-07-08,New,5.0,307.07,1535.35
C103240,41,Male,Ahmedabad,2023-06-18,New,5.0,423.44,2117.22
C103241,23,Female,Delhi NCR,2024-07-14,New,6.0,324.48,1946.87
C103242,33,Male,Delhi NCR,2024-12-10,New,6.0,341.58,2049.51
C103243,33,Male,Bengaluru,2023-07-31,New,3.0,446.31,1338.94
C103244,35,Female,Mumbai,2025-06-19,Silver,7.0,379.41,2655.84
C103245,34,Female,Hyderabad,2025-06-13,Silver,5.0,325.58,1627.91
C103246,23,Male,Ahmedabad,2023-03-25,Silver,2.0,369.51,739.02
C103247,19,Male,Bengaluru,2023-11-10,New,4.0,438.32,1753.27
C103248,39,Female,Hyderabad,2024-07-26,Silver,6.0,268.97,1613.85
C103249,33,Female,Bengaluru,2024-05-20,Gold,6.0,314.07,1884.44
C103250,41,Female,Pune,2023-09-20,New,5.0,435.93,2179.64
C103251,31,Male,Delhi NCR,2024-06-29,New,14.0,378.62,5300.71
C103252,18,Male,Delhi NCR,2025-09-18,Silver,6.0,351.37,2108.2
C103253,40,Male,Pune,2023-11-13,New,5.0,289.99,1449.96
C103254,28,Male,Hyderabad,2023-08-14,New,5.0,309.59,1547.96
C103255,34,Female,Bengaluru,2025-01-30,Silver,5.0,263.72,1318.62
C103256,25,Female,Mumbai,2024-08-10,New,7.0,334.59,2342.12
C103257,46,Male,Delhi NCR,2024-12-13,Gold,4.0,278.84,1115.38
C103258,23,Female,Pune,2024-10-27,Gold,4.0,341.22,1364.86
C103259,28,Female,Bengaluru,2025-02-22,Silver,7.0,342.33,2396.31
C103260,32,Female,Bengaluru,2025-01-21,Silver,4.0,209.84,839.35
C103261,21,Male,Ahmedabad,2024-09-16,Platinum,8.0,446.42,3571.37
C103262,34,Male,Chennai,2024-04-13,Silver,5.0,315.21,1576.04
C103263,46,Male,Delhi NCR,2024-04-18,Platinum,6.0,187.35,1124.12
C103264,27,Male,Pune,2023-10-01,Gold,6.0,300.56,1803.38
C103265,35,Male,Delhi NCR,2024-04-07,New,13.0,300.92,3911.9
C103266,18,Male,Delhi NCR,2024-09-15,New,5.0,272.07,1360.33
C103267,31,Male,Pune,2025-01-08,New,3.0,322.34,967.03
C103268,28,Male,Delhi NCR,2025-03-07,Gold,3.0,365.19,1095.56
C103269,24,Female,Mumbai,2024-01-24,New,7.0,311.57,2181.02
C103270,41,Female,Ahmedabad,2025-01-24,Silver,3.0,215.31,645.94
C103271,28,Male,Chennai,2024-03-26,Silver,3.0,296.64,889.91
C103272,29,Female,Ahmedabad,2024-01-05,Gold,2.0,371.47,742.94
C103273,28,Male,Ahmedabad,2023-06-18,Gold,2.0,324.31,648.62
C103274,18,Male,Mumbai,2023-10-01,New,5.0,327.17,1635.87
C103275,21,Female,Hyderabad,2024-12-01,New,4.0,320.0,1279.99
C103276,40,Male,Mumbai,2023-08-11,Silver,12.0,289.77,3477.23
C103277,18,Male,Pune,2023-03-21,Gold,11.0,336.8,3704.77
C103278,24,Male,Mumbai,2023-10-08,Silver,5.0,412.55,2062.76
C103279,27,Male,Delhi NCR,2025-10-17,Silver,9.0,289.87,2608.79
C103280,47,Female,Delhi NCR,2023-06-04,Gold,3.0,532.55,1597.64
C103281,38,Male,Chennai,2023-05-29,Silver,5.0,288.78,1443.88
C103282,26,Male,Delhi NCR,2024-02-20,New,3.0,662.42,1987.25
C103283,43,Male,Hyderabad,2024-01-30,Gold,5.0,456.56,2282.8
C103284,24,Male,Kolkata,2025-08-05,Silver,4.0,456.63,1826.52
C103285,40,Male,Chennai,2023-09-02,Gold,6.0,330.38,1982.29
C103286,19,Female,Bengaluru,2024-03-05,New,7.0,292.32,2046.25
C103287,41,Female,Delhi NCR,2023-10-27,Silver,6.0,339.25,2035.52
C103288,27,Male,Ahmedabad,2023-09-15,New,6.0,394.64,2367.81
C103289,22,Female,Hyderabad,2023-11-29,Silver,6.0,330.52,1983.13
C103290,29,Male,Bengaluru,2023-09-22,New,8.0,428.64,3429.12
C103291,33,Male,Jaipur,2025-01-09,Gold,9.0,319.18,2872.64
C103292,27,Male,Delhi NCR,2025-03-24,New,6.0,339.1,2034.57
C103293,36,Male,Bengaluru,2023-07-02,New,6.0,371.4,2228.43
C103294,26,Female,Delhi NCR,2024-05-25,New,2.0,171.8,343.61
C103295,37,Female,Delhi NCR,2023-09-29,Silver,9.0,310.26,2792.37
C103296,35,Male,Bengaluru,2025-06-12,Silver,5.0,255.42,1277.08
C103297,30,Male,Pune,2023-04-15,Silver,5.0,366.54,1832.72
C103298,27,Female,Mumbai,2024-02-26,Silver,4.0,329.99,1319.95
C103299,32,Male,Pune,2023-12-08,Silver,8.0,301.12,2408.94
C103300,36,Male,Chennai,2024-01-10,Silver,6.0,286.3,1717.77
C103301,50,Female,Kolkata,2025-08-27,New,6.0,247.5,1484.97
C103302,39,Female,Delhi NCR,2024-07-10,Silver,7.0,347.23,2430.61
C103303,40,Female,Chennai,2024-01-27,Gold,2.0,476.16,952.31
C103304,59,Male,Delhi NCR,2025-04-12,Silver,9.0,358.35,3225.11
C103305,36,Male,Pune,2025-03-11,Platinum,2.0,145.66,291.31
C103306,35,Male,Mumbai,2023-05-30,New,2.0,311.62,623.25
C103307,37,Female,Pune,2024-04-20,Gold,5.0,188.9,944.5
C103308,22,Male,Delhi NCR,2024-02-29,Silver,11.0,455.55,5011.1
C103309,27,Male,Pune,2024-04-08,Silver,2.0,315.75,631.5
C103310,26,Male,Delhi NCR,2023-12-26,Silver,7.0,426.52,2985.62
C103311,37,Female,Delhi NCR,2025-04-28,New,4.0,383.42,1533.7
C103312,29,Female,Hyderabad,2025-10-22,Gold,3.0,222.02,666.05
C103313,32,Female,Mumbai,2023-01-28,Silver,3.0,247.23,741.68
C103314,41,Male,Pune,2025-06-01,Silver,7.0,508.2,3557.42
C103315,39,Female,Pune,2025-06-09,New,4.0,267.53,1070.13
