Customer_ID,Age,Gender,City,Signup_Date,Loyalty_Status
C102866,36.0,Female,Mumbai,2024-10-03,Platinum
C102867,45.0,Male,Bengaluru,2025-01-18,Silver
C102868,32.0,Male,Hyderabad,2023-09-21,Silver
C102869,36.0,Female,Pune,2023-07-02,Gold
C102870,18.0,Male,Pune,2025-07-17,Silver
C102871,25.0,Female,Mumbai,2024-06-14,Gold
C102872,21.0,Female,Delhi NCR,2025-05-26,Silver
C102873,18.0,Male,Kolkata,2025-08-11,Gold
C102874,32.0,Female,Kolkata,2024-04-18,Silver
C102875,18.0,Male,Lucknow,2023-09-28,New
C102876,19.0,Female,Jaipur,2025-07-11,New
C102877,26.0,Female,Hyderabad,2025-01-06,New
C102878,24.0,Male,Ahmedabad,2024-11-16,Silver
C102879,35.0,Male,Bengaluru,2025-09-13,Platinum
C102880,34.0,Male,Chennai,2023-09-11,Gold
C102881,39.0,Female,Jaipur,2024-01-07,Gold
C102882,38.0,Male,Chennai,2023-02-10,Silver
C102883,41.0,Female,Bengaluru,2024-02-04,Gold
C102884,31.0,Female,Mumbai,2024-04-04,Gold
C102885,34.0,Male,Mumbai,2024-04-11,New
C102886,36.0,Female,Mumbai,2023-06-05,Silver
C102887,32.0,Male,Kolkata,2025-04-13,Silver
C102888,27.0,Female,Pune,2024-05-18,New
C102889,28.0,Male,Mumbai,2024-03-28,New
C102890,24.0,Female,Pune,2025-06-08,New
C102891,35.0,Male,Mumbai,2024-05-15,New
C102892,30.0,Male,Hyderabad,2025-07-07,New
C102893,25.0,Female,Mumbai,2023-08-17,Gold
C102894,25.0,Female,Bengaluru,2025-05-26,New
C102895,20.0,Female,Pune,2025-10-14,Gold
C102896,40.0,Female,Chennai,2025-02-11,New
C102897,32.0,Male,Chennai,2025-07-08,Platinum
C102898,23.0,Female,Bengaluru,2025-02-01,Gold
C102899,38.0,Male,Pune,2024-09-10,Gold
C102900,26.0,Male,Mumbai,2025-02-25,Silver
C102901,18.0,Female,Bengaluru,2025-09-16,Silver
C102902,40.0,Female,Hyderabad,2024-09-15,New
C102903,26.0,Male,Pune,2024-12-08,Silver
C102904,27.0,Male,Ahmedabad,2023-03-23,Gold
C102905,31.0,Female,Mumbai,2025-09-14,New
C102906,41.0,Male,Kolkata,2025-03-12,New
C102907,31.0,Male,Mumbai,2023-06-16,Gold
C102908,20.0,Male,Hyderabad,2023-10-26,New
C102909,,Male,Kolkata,2023-08-21,Gold
C102910,27.0,Male,Pune,2023-11-26,New
C102911,48.0,Female,Kolkata,2025-06-30,New
C102912,31.0,Male,Kolkata,2024-04-23,New
C102913,18.0,Male,Mumbai,2024-03-08,Silver
C102914,34.0,Female,Lucknow,2025-03-13,Gold
C102915,49.0,Female,Jaipur,2024-01-18,Gold
C102916,45.0,Female,Bengaluru,2025-07-01,New
C102917,47.0,Female,Delhi NCR,2025-02-15,New
C102918,22.0,Female,Mumbai,2023-09-22,Gold
C102919,39.0,Female,Kolkata,2024-10-11,New
C102920,25.0,Female,Jaipur,2024-05-12,New
C102921,33.0,Female,Kolkata,2023-12-21,Silver
C102922,20.0,Female,Bengaluru,2025-07-22,Gold
C102923,25.0,Male,Delhi NCR,2024-02-14,New
C102924,25.0,Female,Bengaluru,2023-05-01,New
C102925,39.0,Female,Mumbai,2024-02-25,Platinum
C102926,38.0,Male,Delhi NCR,2024-06-16,Platinum
C102927,33.0,Female,Delhi NCR,2023-05-11,Silver
C102928,19.0,Male,Delhi NCR,2025-02-03,Silver
C102929,28.0,Male,Delhi NCR,2023-08-25,Platinum
C102930,24.0,Female,Chennai,2023-04-06,Silver
C102931,39.0,Male,Bengaluru,2024-07-07,Gold
C102932,42.0,Male,Bengaluru,2023-06-15,Silver
C102933,41.0,Male,Hyderabad,2025-03-16,New
C102934,24.0,Female,Jaipur,2023-03-12,Gold
C102935,18.0,Male,Chennai,2024-03-07,Silver
C102936,18.0,Female,Pune,2023-02-23,New
C102937,44.0,Female,Chennai,2024-01-30,Silver
C102938,,Female,Pune,2025-08-19,Gold
C102939,24.0,Female,Pune,2024-11-01,New
C102940,46.0,Female,Bengaluru,2024-07-05,Gold
C102941,42.0,Male,Hyderabad,2023-06-11,New
C102942,31.0,Female,Bengaluru,2023-11-19,Silver
C102943,28.0,Male,Bengaluru,2024-01-28,Platinum
C102944,30.0,Male,Mumbai,2024-08-18,Gold
C102945,33.0,Male,Mumbai,2023-08-03,Gold
C102946,45.0,Female,Bengaluru,2025-10-26,Silver
C102947,35.0,Male,Hyderabad,2024-11-02,Silver
C102948,38.0,Female,Bengaluru,2023-11-18,Silver
C102949,42.0,Male,Delhi NCR,2023-04-26,New
C102950,20.0,Male,Mumbai,2024-09-04,Silver
C102951,38.0,Male,Mumbai,2024-04-06,Silver
C102952,28.0,Female,Pune,2024-11-25,Silver
C102953,18.0,Male,Mumbai,2024-09-06,Silver
C102954,18.0,Male,Delhi NCR,2024-10-21,New
C102955,22.0,Male,Delhi NCR,2025-05-08,New
C102956,36.0,Male,Bengaluru,2024-06-24,New
C102957,32.0,Female,Delhi NCR,2025-01-16,Silver
C102958,33.0,Male,Bengaluru,2024-01-05,New
C102959,49.0,Male,Hyderabad,2025-08-29,Gold
C102960,20.0,Female,Jaipur,2024-02-25,New
C102961,31.0,Male,Pune,2024-12-01,Gold
C102962,34.0,Male,Delhi NCR,2025-10-25,New
C102963,24.0,Female,Bengaluru,2023-12-26,Gold
C102964,31.0,Female,Chennai,2023-04-15,Gold
C102965,18.0,Female,Mumbai,2023-08-27,Platinum
C102966,44.0,Male,Ahmedabad,2023-09-09,Gold
C102967,25.0,Male,Bengaluru,2023-02-28,Silver
C102968,49.0,Male,Delhi NCR,2024-07-14,New
C102969,31.0,Male,Mumbai,2023-10-13,Silver
C102970,40.0,Male,Ahmedabad,2023-04-10,New
C102971,31.0,Other,Lucknow,2023-05-21,Gold
C102972,31.0,Female,Kolkata,2023-10-09,Gold
C102973,26.0,Male,Mumbai,2024-01-16,New
C102974,32.0,Male,Chennai,2025-09-30,Silver
C102975,34.0,Female,Mumbai,2024-12-24,New
C102976,24.0,Male,Bengaluru,2025-01-06,Silver
C102977,30.0,Male,Pune,2024-12-13,Silver
C102978,26.0,Male,Jaipur,2025-04-07,Silver
C102979,52.0,Female,Bengaluru,2023-11-24,Gold
C102980,30.0,Female,Bengaluru,2023-04-13,New
C102981,45.0,Male,Mumbai,2024-06-07,Gold
C102982,29.0,Male,Bengaluru,2023-01-02,Silver
C102983,33.0,Female,Delhi NCR,2023-08-12,New
C102984,19.0,Female,Kolkata,2025-02-14,Silver
C102985,27.0,Female,Delhi NCR,2024-06-02,New
C102986,33.0,Male,Pune,2024-12-12,Silver
C102987,45.0,Female,Mumbai,2024-06-09,Gold
C102988,33.0,Female,Bengaluru,2024-07-12,New
C102989,43.0,Female,Mumbai,2023-11-07,New
C102990,37.0,Male,Bengaluru,2023-08-14,Silver
C102991,46.0,Female,Hyderabad,2023-09-25,New
C102992,30.0,Male,Pune,2025-04-01,New
C102993,53.0,Male,Jaipur,2025-10-05,Silver
C102994,27.0,Male,Mumbai,2023-03-26,Silver
C102995,24.0,Female,Hyderabad,2024-07-07,Gold
C102996,20.0,Male,Ahmedabad,2024-04-29,Silver
C102997,52.0,Female,Mumbai,2024-08-01,Silver
C102998,38.0,Male,Kolkata,2023-08-28,New
C102999,28.0,Male,Jaipur,2023-01-09,New
C103000,42.0,Male,Kolkata,2023-07-29,Silver
C103001,37.0,Female,Hyderabad,2023-07-07,Gold
C103002,49.0,Male,Pune,2023-02-23,Platinum
C103003,18.0,Male,Bengaluru,2024-01-03,New
C103004,29.0,Male,Hyderabad,2024-12-05,Silver
C103005,27.0,Male,Lucknow,2025-09-21,Silver
C103006,18.0,Male,Mumbai,2024-11-07,New
C103007,41.0,Male,Chennai,2023-06-30,Gold
C103008,29.0,Male,Bengaluru,2024-01-09,New
C103009,38.0,Other,Delhi NCR,2023-11-09,Gold
C103010,52.0,Male,Pune,2023-08-07,Silver
C103011,28.0,Male,Chennai,2025-10-16,New
C103012,27.0,Male,Hyderabad,2024-11-06,Gold
C103013,32.0,Male,Kolkata,2024-05-10,New
C103014,40.0,Female,Mumbai,2024-03-25,Gold
C103015,26.0,Male,Ahmedabad,2023-11-24,Gold
C103016,25.0,Male,Pune,2024-03-05,Silver
C103017,41.0,Female,Chennai,2024-10-15,New
C103018,34.0,Male,Mumbai,2025-08-14,Silver
C103019,18.0,Female,Bengaluru,2024-05-26,Silver
C103020,,Female,Ahmedabad,2023-07-10,Silver
C103021,45.0,Male,Delhi NCR,2025-09-13,Silver
C103022,35.0,Male,Bengaluru,2023-11-21,Silver
C103023,24.0,Male,Chennai,2023-03-27,Gold
C103024,29.0,Male,Chennai,2024-07-14,Gold
C103025,31.0,Male,Kolkata,2025-03-25,Silver
C103026,38.0,Female,Chennai,2023-09-23,New
C103027,19.0,Male,Jaipur,2023-10-15,Silver
C103028,23.0,Male,Bengaluru,2023-10-25,Silver
C103029,33.0,Male,Hyderabad,2025-04-10,Gold
C103030,30.0,Other,Kolkata,2025-09-13,Gold
C103031,36.0,Female,Pune,2025-05-23,Gold
C103032,20.0,Male,Delhi NCR,2023-08-21,New
C103033,34.0,Female,Mumbai,2025-05-24,Gold
C103034,41.0,Male,Hyderabad,2023-11-15,Gold
C103035,35.0,Female,Chennai,2025-06-11,New
C103036,32.0,Female,Hyderabad,2025-10-18,New
C103037,30.0,Female,Chennai,2025-01-09,New
C103038,23.0,Male,Kolkata,2025-09-10,Silver
C103039,30.0,Male,Mumbai,2023-05-27,Silver
C103040,42.0,Other,Hyderabad,2024-11-05,New
C103041,30.0,Male,Hyderabad,2023-02-23,Silver
C103042,23.0,Male,Mumbai,2024-11-02,Gold
C103043,27.0,Female,Bengaluru,2023-12-17,Gold
C103044,33.0,Female,Hyderabad,2025-09-26,Gold
C103045,28.0,Female,Kolkata,2024-05-24,Gold
C103046,35.0,Female,Bengaluru,2025-02-24,Silver
C103047,36.0,Female,Delhi NCR,2023-11-08,Gold
C103048,39.0,Male,Bengaluru,2023-03-19,Silver
C103049,44.0,Female,Kolkata,2025-02-03,Gold
C103050,40.0,Female,Hyderabad,2023-08-17,Gold
C103051,23.0,Female,Mumbai,2025-01-14,Silver
C103052,23.0,Male,Ahmedabad,2024-04-23,Silver
C103053,30.0,Male,Delhi NCR,2025-09-28,New
C103054,27.0,Female,Mumbai,2023-12-30,New
C103055,21.0,Male,Bengaluru,2024-02-17,New
C103056,27.0,Male,Chennai,2025-02-01,New
C103057,27.0,Female,Kolkata,2025-03-20,Silver
C103058,25.0,Male,Delhi NCR,2023-05-10,New
C103059,28.0,Male,Chennai,2025-02-02,Gold
C103060,42.0,Male,Pune,2024-05-21,Silver
C103061,33.0,Male,Ahmedabad,2025-10-15,Gold
C103062,53.0,Female,Ahmedabad,2024-10-11,Silver
C103063,33.0,Male,Chennai,2025-03-07,New
C103064,28.0,Male,Delhi NCR,2023-12-21,New
C103065,31.0,Male,Mumbai,2023-10-20,Gold
C103066,33.0,Male,Jaipur,2025-03-19,New
C103067,35.0,Male,Hyderabad,2023-01-16,Silver
C103068,50.0,Male,Hyderabad,2024-08-20,New
C103069,23.0,Female,Ahmedabad,2025-09-24,New
C103070,39.0,Male,Kolkata,2025-10-17,New
C103071,33.0,Male,Pune,2025-01-07,Silver
C103072,18.0,Male,Ahmedabad,2024-05-27,New
C103073,38.0,Male,Delhi NCR,2025-04-16,Gold
C103074,42.0,Male,Chennai,2023-01-16,New
C103075,23.0,Male,Jaipur,2025-03-28,New
C103076,31.0,Male,Delhi NCR,2023-07-15,New
C103077,18.0,Male,Mumbai,2025-01-27,Platinum
C103078,20.0,Female,Chennai,2023-12-25,Silver
C103079,40.0,Male,Bengaluru,2025-02-13,Silver
C103080,27.0,Female,Delhi NCR,2024-09-13,Silver
C103081,21.0,Female,Mumbai,2025-08-15,Gold
C103082,33.0,Male,Mumbai,2025-03-22,New
C103083,26.0,Male,Mumbai,2025-07-30,Gold
C103084,27.0,Male,Kolkata,2023-06-05,Gold
C103085,38.0,Male,Pune,2024-01-26,New
C103086,21.0,Male,Chennai,2024-03-26,New
C103087,23.0,Male,Delhi NCR,2023-02-01,Silver
C103088,32.0,Female,Bengaluru,2023-01-24,New
C103089,40.0,Male,Mumbai,2023-02-09,New
C103090,42.0,Female,Kolkata,2025-03-01,Silver
C103091,25.0,Female,Jaipur,2024-04-05,New
C103092,39.0,Male,Bengaluru,2025-02-13,Silver
C103093,24.0,Female,Lucknow,2025-05-10,Silver
C103094,47.0,Other,Delhi NCR,2023-02-07,Silver
C103095,21.0,Male,Mumbai,2025-05-23,Silver
C103096,43.0,Male,Chennai,2023-08-21,Silver
C103097,25.0,Male,Mumbai,2024-02-21,Silver
C103098,49.0,Male,Ahmedabad,2025-09-18,Gold
C103099,36.0,Male,Delhi NCR,2023-11-07,New
C103100,22.0,Male,Chennai,2025-08-26,Silver
C103101,26.0,Male,Delhi NCR,2024-06-05,Gold
C103102,38.0,Female,Delhi NCR,2023-01-14,Silver
C103103,40.0,Male,Bengaluru,2025-05-07,New
C103104,30.0,Male,Jaipur,2023-02-15,New
C103105,31.0,Male,Hyderabad,2024-10-17,Silver
C103106,38.0,Female,Hyderabad,2024-04-17,Gold
C103107,32.0,Female,Delhi NCR,2023-05-24,Gold
C103108,19.0,Male,Delhi NCR,2024-06-14,Silver
C103109,24.0,Female,Delhi NCR,2024-01-09,New
C103110,33.0,Male,Kolkata,2023-04-12,Gold
C103111,42.0,Female,Mumbai,2024-07-26,Silver
C103112,46.0,Female,Mumbai,2023-02-15,Platinum
C103113,38.0,Male,Hyderabad,2024-07-08,Gold
C103114,34.0,Female,Hyderabad,2023-08-21,Silver
C103115,38.0,Female,Bengaluru,2025-05-05,Silver
C103116,25.0,Female,Delhi NCR,2025-09-05,Silver
C103117,30.0,Female,Bengaluru,2025-08-18,New
C103118,24.0,Female,Chennai,2025-08-23,Silver
C103119,20.0,Male,Mumbai,2023-04-14,New
C103120,34.0,Female,Pune,2024-06-09,New
C103121,33.0,Female,Delhi NCR,2023-08-20,Gold
C103122,37.0,Male,Ahmedabad,2023-04-10,New
C103123,36.0,Male,Jaipur,2024-02-08,Gold
C103124,33.0,Male,Delhi NCR,2024-03-18,Silver
C103125,36.0,Male,Bengaluru,2023-11-02,Gold
C103126,31.0,Male,Bengaluru,2023-04-28,Gold
C103127,35.0,Male,Kolkata,2024-02-25,Gold
C103128,24.0,Female,Hyderabad,2023-06-10,Silver
C103129,34.0,Male,Hyderabad,2023-02-11,Platinum
C103130,37.0,Male,Delhi NCR,2024-04-09,Silver
C103131,25.0,Female,Delhi NCR,2023-03-09,Gold
C103132,31.0,Male,Pune,2025-09-21,Silver
C103133,25.0,Male,Hyderabad,2025-05-13,New
C103134,26.0,Female,Kolkata,2025-08-11,Silver
C103135,21.0,Other,Kolkata,2023-04-16,Silver
C103136,42.0,Female,Hyderabad,2024-04-23,New
C103137,41.0,Male,Hyderabad,2025-04-28,New
C103138,36.0,Male,Ahmedabad,2024-08-15,New
C103139,49.0,Female,Chennai,2023-11-12,Platinum
C103140,29.0,Female,Ahmedabad,2025-05-06,Silver
C103141,58.0,Female,Lucknow,2023-11-15,New
C103142,29.0,Female,Bengaluru,2025-09-30,Gold
C103143,33.0,Male,Pune,2023-04-14,Silver
C103144,27.0,Male,Pune,2024-12-28,Gold
C103145,34.0,Female,Delhi NCR,2023-01-14,Silver
C103146,39.0,Female,Hyderabad,2025-07-30,New
C103147,30.0,Male,Bengaluru,2024-01-01,New
C103148,47.0,Female,Bengaluru,2023-01-22,Gold
C103149,33.0,Male,Delhi NCR,2025-05-10,Gold
C103150,33.0,Female,Chennai,2025-09-23,Gold
C103151,23.0,Male,Pune,2025-08-05,New
C103152,35.0,Female,Hyderabad,2024-05-15,Gold
C103153,30.0,Male,Delhi NCR,2023-03-05,Silver
C103154,26.0,Female,Hyderabad,2023-08-23,Silver
C103155,24.0,Female,Delhi NCR,2023-02-01,New
C103156,55.0,Male,Mumbai,2023-02-15,Gold
C103157,29.0,Female,Mumbai,2023-06-13,Platinum
C103158,18.0,Female,Ahmedabad,2024-08-03,New
C103159,25.0,Female,Bengaluru,2025-02-28,Gold
C103160,31.0,Male,Hyderabad,2024-08-25,Silver
C103161,36.0,Female,Kolkata,2023-07-31,New
C103162,36.0,Female,Bengaluru,2024-09-11,New
C103163,37.0,Female,Ahmedabad,2023-08-26,Gold
C103164,25.0,Male,Delhi NCR,2024-04-19,New
C103165,34.0,Female,Mumbai,2025-07-04,New
C103166,23.0,Male,Delhi NCR,2023-05-19,Gold
C103167,25.0,Male,Hyderabad,2025-06-20,Silver
C103168,23.0,Male,Jaipur,2023-10-07,Gold
C103169,20.0,Male,Pune,2024-11-21,Silver
C103170,41.0,Male,Hyderabad,2023-09-27,Silver
C103171,37.0,Male,Mumbai,2023-06-18,Gold
C103172,40.0,Female,Jaipur,2024-04-08,New
C103173,31.0,Female,Bengaluru,2024-01-28,New
C103174,38.0,Male,Mumbai,2024-06-06,Silver
C103175,18.0,Female,Lucknow,2023-09-01,Platinum
C103176,39.0,Female,Bengaluru,2025-10-04,New
C103177,33.0,Female,Mumbai,2024-11-23,Platinum
C103178,37.0,Female,Delhi NCR,2025-05-15,Gold
C103179,34.0,Other,Delhi NCR,2025-03-14,Silver
C103180,22.0,Female,Chennai,2025-01-15,Silver
C103181,18.0,Female,Bengaluru,2023-05-27,New
C103182,25.0,Female,Jaipur,2024-08-28,Silver
C103183,36.0,Male,Delhi NCR,2025-07-13,New
C103184,37.0,Female,Hyderabad,2023-04-09,Silver
C103185,19.0,Female,Pune,2024-04-21,New
C103186,22.0,Female,Hyderabad,2023-07-09,Platinum
C103187,24.0,Female,Bengaluru,2025-03-29,New
C103188,28.0,Male,Hyderabad,2025-08-17,Silver
C103189,19.0,Male,Pune,2023-02-23,New
C103190,18.0,Female,Kolkata,2025-04-05,New
C103191,24.0,Female,Mumbai,2024-01-07,New
C103192,32.0,Female,Bengaluru,2025-09-19,Gold
C103193,20.0,Female,Hyderabad,2023-01-16,Silver
C103194,30.0,Female,Mumbai,2023-07-17,Silver
C103195,41.0,Female,Delhi NCR,2025-01-10,Gold
C103196,19.0,Male,Jaipur,2025-03-12,New
C103197,29.0,Female,Delhi NCR,2023-03-23,Gold
C103198,40.0,Male,Mumbai,2023-06-14,New
C103199,27.0,Female,Hyderabad,2023-12-15,Gold
C103200,26.0,Male,Delhi NCR,2023-02-05,Platinum
C103201,41.0,Female,Delhi NCR,2025-03-16,Gold
C103202,28.0,Male,Delhi NCR,2024-11-20,New
C103203,41.0,Male,Delhi NCR,2025-02-10,Silver
C103204,35.0,Female,Bengaluru,2024-04-28,Gold
C103205,28.0,Female,Kolkata,2024-10-21,Silver
C103206,35.0,Male,Mumbai,2024-08-12,New
C103207,34.0,Female,Bengaluru,2024-12-15,Silver
C103208,40.0,Male,Hyderabad,2024-04-09,New
C103209,26.0,Male,Mumbai,2024-11-01,Silver
C103210,31.0,Male,Bengaluru,2024-10-26,New
C103211,30.0,Female,Bengaluru,2024-10-22,Silver
C103212,37.0,Female,Mumbai,2025-06-17,New
C103213,22.0,Female,Bengaluru,2023-12-27,New
C103214,40.0,Female,Delhi NCR,2025-06-24,New
C103215,35.0,Female,Ahmedabad,2023-01-30,Platinum
C103216,,Female,Lucknow,2024-05-15,Silver
C103217,,Female,Kolkata,2024-03-31,Silver
C103218,51.0,Male,Delhi NCR,2025-06-13,Gold
C103219,40.0,Male,Chennai,2023-02-16,Silver
C103220,44.0,Male,Hyderabad,2023-08-12,Silver
C103221,32.0,Female,Delhi NCR,2024-04-27,Silver
C103222,18.0,Female,Jaipur,2025-04-19,New
C103223,18.0,Male,Chennai,2024-04-23,Silver
C103224,33.0,Female,Delhi NCR,2024-10-20,New
C103225,26.0,Female,Jaipur,2023-07-04,Gold
C103226,23.0,Male,Delhi NCR,2025-08-29,Silver
C103227,30.0,Male,Bengaluru,2025-03-18,New
C103228,37.0,Male,Delhi NCR,2023-02-14,Silver
C103229,18.0,Male,Delhi NCR,2024-12-26,New
C103230,27.0,Female,Jaipur,2023-05-14,Silver
C103231,45.0,Female,Hyderabad,2024-07-30,Gold
C103232,21.0,Male,Mumbai,2024-12-30,Gold
C103233,39.0,Male,Chennai,2025-08-11,Silver
C103234,27.0,Male,Kolkata,2023-03-14,Silver
C103235,36.0,Male,Ahmedabad,2023-10-23,Silver
C103236,41.0,Male,Jaipur,2024-12-12,New
C103237,38.0,Female,Ahmedabad,2023-09-27,Silver
C103238,39.0,Female,Hyderabad,2025-01-03,Silver
C103239,21.0,Female,Mumbai,2023-07-08,New
C103240,41.0,Male,Ahmedabad,2023-06-18,New
C103241,23.0,Female,Delhi NCR,2024-07-14,New
C103242,33.0,Male,Delhi NCR,2024-12-10,New
C103243,33.0,Male,Bengaluru,2023-07-31,New
C103244,35.0,Female,Mumbai,2025-06-19,Silver
C103245,34.0,Female,Hyderabad,2025-06-13,Silver
C103246,23.0,Male,Ahmedabad,2023-03-25,Silver
C103247,19.0,Male,Bengaluru,2023-11-10,New
C103248,39.0,Female,Hyderabad,2024-07-26,Silver
C103249,33.0,Female,Bengaluru,2024-05-20,Gold
C103250,41.0,Female,Pune,2023-09-20,New
C103251,31.0,Male,Delhi NCR,2024-06-29,New
C103252,18.0,Male,Delhi NCR,2025-09-18,Silver
C103253,40.0,Male,Pune,2023-11-13,New
C103254,28.0,Male,Hyderabad,2023-08-14,New
C103255,34.0,Female,Bengaluru,2025-01-30,Silver
C103256,25.0,Female,Mumbai,2024-08-10,New
C103257,46.0,Male,Delhi NCR,2024-12-13,Gold
C103258,23.0,Female,Pune,2024-10-27,Gold
C103259,28.0,Female,Bengaluru,2025-02-22,Silver
C103260,32.0,Female,Bengaluru,2025-01-21,Silver
C103261,21.0,Male,Ahmedabad,2024-09-16,Platinum
C103262,34.0,Male,Chennai,2024-04-13,Silver
C103263,46.0,Male,Delhi NCR,2024-04-18,Platinum
C103264,27.0,Male,Pune,2023-10-01,Gold
C103265,35.0,Male,Delhi NCR,2024-04-07,New
C103266,18.0,Male,Delhi NCR,2024-09-15,New
C103267,31.0,Male,Pune,2025-01-08,New
C103268,28.0,Male,Delhi NCR,2025-03-07,Gold
C103269,24.0,Female,Mumbai,2024-01-24,New
C103270,41.0,Female,Ahmedabad,2025-01-24,Silver
C103271,28.0,Male,Chennai,2024-03-26,Silver
C103272,29.0,Female,Ahmedabad,2024-01-05,Gold
C103273,28.0,Male,Ahmedabad,2023-06-18,Gold
C103274,18.0,Male,Mumbai,2023-10-01,New
C103275,21.0,Female,Hyderabad,2024-12-01,New
C103276,40.0,Male,Mumbai,2023-08-11,Silver
C103277,18.0,Male,Pune,2023-03-21,Gold
C103278,24.0,Male,Mumbai,2023-10-08,Silver
C103279,27.0,Male,Delhi NCR,2025-10-17,Silver
C103280,47.0,Female,Delhi NCR,2023-06-04,Gold
C103281,38.0,Male,Chennai,2023-05-29,Silver
C103282,26.0,Male,Delhi NCR,2024-02-20,New
C103283,43.0,Male,Hyderabad,2024-01-30,Gold
C103284,24.0,Male,Kolkata,2025-08-05,Silver
C103285,40.0,Male,Chennai,2023-09-02,Gold
C103286,19.0,Female,Bengaluru,2024-03-05,New
C103287,41.0,Female,Delhi NCR,2023-10-27,Silver
C103288,27.0,Male,Ahmedabad,2023-09-15,New
C103289,22.0,Female,Hyderabad,2023-11-29,Silver
C103290,29.0,Male,Bengaluru,2023-09-22,New
C103291,33.0,Male,Jaipur,2025-01-09,Gold
C103292,27.0,Male,Delhi NCR,2025-03-24,New
C103293,36.0,Male,Bengaluru,2023-07-02,New
C103294,26.0,Female,Delhi NCR,2024-05-25,New
C103295,37.0,Female,Delhi NCR,2023-09-29,Silver
C103296,35.0,Male,Bengaluru,2025-06-12,Silver
C103297,30.0,Male,Pune,2023-04-15,Silver
C103298,27.0,Female,Mumbai,2024-02-26,Silver
C103299,32.0,Male,Pune,2023-12-08,Silver
C103300,36.0,Male,Chennai,2024-01-10,Silver
C103301,50.0,Female,Kolkata,2025-08-27,New
C103302,39.0,Female,Delhi NCR,2024-07-10,Silver
C103303,40.0,Female,Chennai,2024-01-27,Gold
C103304,59.0,Male,Delhi NCR,2025-04-12,Silver
C103305,36.0,Male,Pune,2025-03-11,Platinum
C103306,35.0,Male,Mumbai,2023-05-30,New
C103307,37.0,Female,Pune,2024-04-20,Gold
C103308,22.0,Male,Delhi NCR,2024-02-29,Silver
C103309,27.0,Male,Pune,2024-04-08,Silver
C103310,26.0,Male,Delhi NCR,2023-12-26,Silver
C103311,37.0,Female,Delhi NCR,2025-04-28,New
C103312,29.0,Female,Hyderabad,2025-10-22,Gold
C103313,32.0,Female,Mumbai,2023-01-28,Silver
C103314,41.0,Male,Pune,2025-06-01,Silver
C103315,39.0,Female,Pune,2025-06-09,New
C103316,30.0,Male,Hyderabad,2024-01-12,New
C103317,25.0,Male,Chennai,2024-05-14,Gold
C103318,41.0,Male,Chennai,2023-04-16,New
C103319,38.0,Male,Ahmedabad,2023-12-28,New
C103320,18.0,Male,Delhi NCR,2023-09-03,New
C103321,28.0,Female,Hyderabad,2025-07-23,Silver
C103322,32.0,Male,Chennai,2023-04-21,Gold
C103323,38.0,Male,Delhi NCR,2023-12-17,Platinum
C103324,39.0,Female,Mumbai,2024-05-10,Silver
C103325,34.0,Female,Mumbai,2025-10-04,New
C103326,36.0,Male,Hyderabad,2025-04-21,New
C103327,32.0,Female,Mumbai,2025-08-22,New
C103328,25.0,Male,Pune,2023-11-16,Silver
C103329,29.0,Male,Hyderabad,2023-10-03,Platinum
C103330,31.0,Female,Pune,2024-08-11,New
C103331,31.0,Female,Mumbai,2023-12-17,New
C103332,18.0,Male,Chennai,2023-01-17,Silver
C103333,27.0,Male,Pune,2025-04-16,Silver
C103334,32.0,Male,Delhi NCR,2023-04-08,Silver
C103335,28.0,Male,Delhi NCR,2023-07-21,Silver
C103336,29.0,Female,Mumbai,2025-08-29,New
C103337,35.0,Male,Jaipur,2025-01-23,Silver
C103338,21.0,Female,Mumbai,2024-10-23,New
C103339,18.0,Male,Delhi NCR,2023-05-14,Silver
C103340,28.0,Female,Delhi NCR,2023-09-16,New
C103341,38.0,Male,Delhi NCR,2023-07-31,Silver
C103342,46.0,Male,Bengaluru,2024-10-22,Platinum
C103343,38.0,Male,Chennai,2024-05-30,Silver
C103344,18.0,Male,Bengaluru,2024-01-07,New
C103345,29.0,Female,Kolkata,2025-02-07,Platinum
C103346,33.0,Female,Delhi NCR,2025-03-12,New
C103347,33.0,Female,Bengaluru,2025-01-31,Gold
C103348,36.0,Male,Chennai,2023-04-19,New
C103349,23.0,Female,Pune,2024-09-19,Gold
C103350,32.0,Female,Kolkata,2023-08-05,New
C103351,35.0,Female,Mumbai,2023-10-08,New
C103352,38.0,Female,Bengaluru,2025-10-04,Platinum
C103353,24.0,Female,Pune,2024-03-03,Silver
C103354,28.0,Male,Delhi NCR,2025-03-22,New
C103355,18.0,Female,Kolkata,2023-09-11,New
C103356,25.0,Male,Mumbai,2025-09-28,New
C103357,26.0,Male,Delhi NCR,2023-10-13,New
C103358,22.0,Female,Chennai,2023-07-07,Silver
C103359,32.0,Male,Pune,2023-11-29,Silver
C103360,30.0,Male,Ahmedabad,2023-06-28,Platinum
C103361,18.0,Male,Ahmedabad,2024-09-08,Gold
C103362,33.0,Male,Mumbai,2023-05-29,Platinum
C103363,23.0,Female,Pune,2023-08-02,Silver
C103364,35.0,Female,Lucknow,2024-12-24,Silver
C103365,19.0,Male,Mumbai,2023-02-13,Silver
C103366,31.0,Female,Bengaluru,2024-03-29,New
C103367,28.0,Female,Ahmedabad,2024-12-14,New
